음 식 명,중량(g),에너지(kcal),탄수화물(g),당류(g),지방(g),단백질(g),칼슘(mg),인(mg),나트륨(mg),칼륨(mg),마그네슘(mg),철(mg),아연(mg),콜레스테롤(mg),트랜스지방(g)
어묵채소볶음 ,90,136,15.5,1.1,5.8,5.7,30.12,63.81,568.9,157.14,16.18,0.58,0.55,8.42,0.1
오징어볶음,200,255,14.9,3.9,13,19.7,66.12,273.64,619.61,555.25,66.38,1.06,1.45,218.36,0.1
오징어채볶음,20,59,4.1,4.9,3,4.1,3.05,36.2,263.9,31.8,7.5,0.09,0.39,41.86,0
유산슬,220,189,9,4.7,9.7,16.6,34.04,270.12,463.88,529.99,37.9,1.1,1.51,66.59,0.1
잔멸치견과류볶음,50,193,11.3,7.3,11.1,12.2,173.92,285.57,876.32,239.17,101.76,1.07,1.19,67.4,0
잔멸치고추볶음,50,114,2.9,1.9,4,16.6,217.6,371.11,1030.52,332.53,112.19,0.81,1.78,163.99,0
잔멸치꽈리고추볶음,50,146,4.6,2.9,8.7,12.4,221.06,281.27,633.08,159.61,102.69,0.65,0.97,96.97,0.1
잔멸치볶음,50,170,4.8,6.5,7.1,21.8,289.61,496.04,1395.79,409.33,151.42,0.82,1.65,267.18,0
잔멸치풋고추볶음,50,127,8.5,5.3,4.2,14.1,249.55,306.92,1035.08,126.39,166.66,0.46,1.1,162.86,0
잡채,200,291,48.5,1.4,6.6,9.4,72.16,121.33,719.68,401.84,36.88,3.3,1.53,45.31,0.1
제육볶음,250,487,11.8,0.9,35.5,30.4,54.78,386.52,1251.93,924.17,64.59,2.74,5.35,114,0.1
죽순쇠고기볶음,230,276,8.7,4.8,12.9,31.5,32.37,270.33,492.5,534.06,32.85,3.63,7.73,71.24,0.3
참치 김치볶음,100,121,7.1,1.8,6.7,8.3,40.12,97.36,479.74,290.05,25.93,0.67,0.42,20.25,0.1
채소떡볶이,200,515,114.1,3.9,3.8,6.2,27.33,112.73,537.97,188.99,31.29,0.48,1.23,0,0
콩나물잡채,230,153,28.9,21.6,2.2,4.4,81.95,96.43,1422.94,340.43,38.2,0.94,0.83,0,0.5
팔보채,220,196,7.5,4.6,6.4,27.3,244.51,298.86,1883.99,569.31,203.21,3.03,1.92,112.15,0
풋고추멸치볶음,50,94,6.7,4.5,3,10.3,250.19,275.48,672.44,216.65,82.36,2.62,0.86,98.4,0
햄채소볶음,220,401,21.1,7.3,25,23,74.28,392.88,1766.73,499.74,32.32,2.14,2.18,71.47,0.2
BLT샌드위치,220,423,18.6,1.3,29.6,20.9,172.66,411.6,786.82,335.33,32.45,1.66,2.2,180.63,0.1
감자크로켓,150,295,18.4,2.9,20.9,8.5,35.94,120.94,262.16,381.24,22.37,1238.44,923.66,134.66,0.1
꽈배기,70,272,30.1,7,14.3,5.8,77.41,72.3,225.13,85.32,15.65,556.59,628.87,11.36,0.1
닭가슴살샌드위치,230,551,48.2,7.1,27.4,28,133.32,295.75,1006.32,459.02,48.89,0.39,1.93,64.55,0.4
도넛,70,294,31.4,8.3,16.7,4.5,7.64,48.87,145.12,55.84,12.61,0.44,0.53,12.39,0.1
롤케이크,100,311,44,24.6,11.8,7.4,31.51,140.27,142.89,98.28,10.09,1133.14,802.14,142.59,0
링도넛,100,514,46.2,11.6,33.2,7.9,50.13,363.59,537.42,175.63,21.24,1.04,0.97,47.22,0.2
마늘빵,50,219,29,3.7,8.8,6,25.11,59.45,259.74,89.01,14.86,0.29,0.55,13.34,0.1
머핀,130,499,76.9,51.5,18,7.4,57.74,177.99,534.61,128.95,18.41,898.93,588.94,76.91,0.2
모닝빵,70,219,36.5,5.6,5.2,6.7,21.21,68.29,342.38,80.42,15.33,0.39,0.64,28.38,0
모카빵,150,507,86.9,18.8,12.1,12.8,134.05,199.33,531.15,258.96,35.27,35266.82,842.96,78.11,0.5
베이글,120,367,64.2,5.5,7,12,143.39,117.93,834.26,131.08,33.39,907.87,1026.74,0,0
불고기버거,200,499,45.4,0.3,23,27.8,30.78,234,676.85,411.36,39.16,2484.3,3523.96,91.86,0.7
사과파이,100,184,34.8,7.1,3.9,2.5,19.56,169.15,204.49,93.87,7.28,7284,913.31,14.39,0.2
생크림케이크,100,237,27.6,14.5,12.5,3.4,42.13,131.17,151.11,106.06,9.19,578.06,454.72,70.1,0.1
소보로빵,70,274,38.9,11.7,10.6,5.8,29.41,75.07,277.44,84.32,15.8,520.01,475.21,35.37,0.4
식빵,100,264,50.9,1.6,2.6,9.3,218.7,117.48,468.43,128.92,25.76,759.8,775.78,5.57,0.1
식빵토스트,100,365,51.5,4.5,13.8,8.8,46.68,101.04,532.65,113.71,19.08,0.69,0.79,55.92,0.1
찐빵,250,532,119.4,27.6,0.3,13,55.3,124.02,585.27,210.91,36.01,1.95,1.46,6.9,0
참치 샌드위치,250,505,34.5,3.5,29.1,26.3,65.61,228.3,522.16,378.8,45.73,1.59,0.89,47.15,0.5
찹쌀도넛,70,201,38.9,7.7,3.2,4.2,14.36,68.2,218.53,34.11,8.56,0.53,0.38,0.34,0
채소샌드위치,180,439,42.9,25.7,26.5,7.4,45.27,84.5,766.41,291.3,27.13,0.13,0.6,11.56,0.1
초코 소라빵,70,222,36.2,6.5,7.7,2.3,46.86,70.84,150.4,127.54,14.67,0.86,0.63,13.73,0
츄러스,70,252,40.7,15.9,7.9,4.6,16.62,124.38,253.88,44.73,12.74,0.41,0.36,0,0.1
치킨버거,200,475,50.2,3.8,19.5,24.9,31.22,260.58,666.76,386.94,42.58,1034.22,1360.73,60.57,0.3
카스텔라,70,234,33.6,23.6,8,7,26.35,131.2,43.81,67.51,10.15,1019.97,776.39,147.85,0
콤비네이션피자,200,548,51.1,9.7,28.7,21.3,282.37,359.2,882.61,428.73,51.6,1257.94,2609.26,42.31,0.1
크로아상,150,669,65,9.2,40.5,11.3,55.64,199.41,685.04,165.89,27.05,1203.43,805.73,36.75,0.4
페이스트리,70,326,29.1,4.5,20.8,5.8,13.65,61.61,261.05,71.55,16.04,0.32,0.34,25.44,0.1
피자빵,200,595,63.5,16.2,30.1,17.7,191.71,325.31,1274.89,327.99,45.35,1.73,2.59,91.19,0.5
햄버거,200,527,43.3,6.2,27.9,25.7,31.78,231.76,900.73,406.82,37.46,2711.3,3728.93,90.4,0.7
햄샌드위치,200,439,31.3,3.8,23.8,24.9,160.07,515.12,1397.4,377.86,39.82,1.1,2.37,185.82,0.3
햄치즈샌드위치,240,433,45.8,9.6,18.4,21.1,189.33,392.67,658.78,352.81,35.28,2.27,2.39,197.74,0.4
호떡,150,470,85.7,1.1,10.6,8.1,20.57,22.98,316.31,49.6,17.49,0.57,1.62,0,0.1
가오리회무침,230,186,14.6,12.6,2.7,26.1,914.51,650.33,813.55,483.55,74.4,0.77,1.23,638.57,0
감자샐러드,150,189,18.4,5.6,12,2,11.43,45.85,354.01,361.64,20.95,0.41,0.29,6.8,0.1
골뱅이국수무침,230,250,43.5,8.2,3.4,11.5,51.71,100.76,645.62,228.24,42.72,1.13,1.01,33.35,0
과일샐러드,140,138,13,13,8.9,1.8,31.4,48.24,47.46,369.83,19.52,0.3,0.21,5.9,0
굴무생채,300,149,17.8,12.1,3.8,11,90.33,173.02,1097.91,692.53,103.47,3.64,7.63,38.42,0
굴무침,80,61,5.8,2.2,1.9,5.3,27.21,90.19,162.93,185.4,27.93,1.53,4.34,22.7,0
김무침,30,77,5.8,1.7,3.2,6.4,72.32,113.91,303.3,385.96,60.18,1.51,0.61,0,0
낙지무침,180,137,7.1,0.3,2.2,22.3,45.1,138.64,611.79,242.88,40.29,0.85,3.9,245.56,0
느타리버섯무침,150,88,5.2,0.1,5.7,4.1,11.44,142.76,466.7,175.7,20.99,0.54,1.74,0,0
다시마무침,90,43,6.1,0,1.1,2.3,80.75,47.79,2482.97,164.65,64.37,0.24,0.25,11.73,0
단호박샐러드,150,242,28.1,21.5,13.4,2.2,25.18,58.54,105.47,448.26,17.33,0.62,0.5,6.78,0.1
달래무침,60,37,3.6,2.3,1.8,1.7,33.49,36.37,340.26,161.2,19.51,0.56,0.4,0,0
닭가슴살샐러드,150,203,8,4.9,14.2,10.8,61.79,172.97,132.24,383.18,58.21,708.22,1038.94,16.27,0
닭고기냉채,240,215,12,11.5,4.7,31.4,39.87,268.63,362.94,481.53,47.43,1,1.5,111.16,0
도라지생채,160,123,25.8,8.4,0.8,3.3,55.39,77.17,452.91,258.9,41.29,666.84,447.38,0,0
도라지오이생채,160,76,10.1,11,2.8,2.7,52.54,77.36,388.86,329.87,38.98,0.98,0.51,0,0
도토리묵 무침,200,147,21.8,3.6,5.9,1.9,34.32,38.5,637.36,198.26,24.1,576.43,246.72,0,0
돌나물무침,50,34,4.2,2.6,1.6,0.8,62.47,16.76,180.24,74.51,11.8,0.24,0.16,0,0
두릅초고추장무침,90,60,7.1,4.1,2.7,1.9,54.21,55.69,184.4,260.25,28.84,0.97,0.57,0,0
마늘쫑무침,30,31,3.8,2.2,1.5,0.8,13.23,17.11,93.82,72.39,6.96,0.18,0.13,0,0
무말랭이무침,20,24,4.5,0.8,0.3,0.8,55.2,17.42,90.02,80.91,10.66,2.54,0.57,0.39,0
무생채,150,73,11,2.7,1.7,3.6,153.45,85.51,1232.22,389.07,78.2,790.92,617.3,12.13,0
미나리무침,90,41,4.9,2,1.9,1.2,36.93,50.16,688.44,289.11,24.05,0.34,0.25,0,0
미역초무침,50,17,2.6,0.7,0.5,0.6,39.28,12.59,225.9,84.96,26.17,156.52,122.82,0,0
민들레잎무침,90,72,11.1,7.3,2.1,2.4,68.36,55.64,222.88,342.06,28.82,1,0.48,0,0
배추겉절이,50,27,3.3,0.6,1.1,1.1,27.55,28.1,163.82,145.44,9.1,229.24,212.09,1.45,0
부추무침,100,92,6.2,3.1,5.9,3.5,67.73,59.8,666.27,491.62,39.31,743.35,575.29,14.73,0
북어채무침,150,282,18.1,8.4,4.4,42.6,216.44,535.39,1133.9,977.84,95.7,1551.51,1456.3,166.12,0
상추겉절이,100,61,5.3,3,3.4,2.4,67.59,55.48,431.14,448.67,40.5,657.78,308.87,5.8,0
새싹채소샐러드,100,74,5,2.3,4.8,2.8,49.11,63.33,155.58,109.39,19.75,0.44,0.38,12.28,0
양배추샐러드,150,225,12.7,11.9,17.6,4,42.14,81.94,144.95,434.18,34.56,0.5,0.45,7.71,0.1
양상추샐러드,150,188,5.1,2.4,15.4,7.4,65.52,148.37,236.63,363.82,60.12,1.2,0.95,0,0.1
양장피,220,291,24.1,1,14.6,16,136.49,210.64,1090.25,382.62,85.26,3.91,1.38,144.96,0.1
양파부추무침,100,44,6.8,5.8,1.1,1.8,26.81,36.6,326.14,230.73,17.05,0.33,0.23,0,0
열무겉절이,100,57,5.4,2.3,2.9,2.4,74.11,52.03,890.88,441.75,32.55,0.79,0.43,0,0.1
오이부추무침,100,31,5,4.2,0.4,2,29.05,51.16,1069.5,334.81,27.76,0.39,0.29,0,0
오이생채,50,34,4.5,4,1.5,0.9,15.44,26.09,236.93,127.2,11.31,0.23,0.17,0,0
오이지무침,100,52,4.2,2.8,3.5,1,55.12,22.46,1615.24,100.38,20.79,639.99,279.83,0,0
오징어무침,200,254,13,13.2,4.9,39.4,45.11,441.91,652.52,584.52,104.22,0.78,4.08,466.13,0
오징어물회,700,339,22.8,14.7,8.4,43.3,48.82,684.59,2551.48,1030.46,131.12,849.36,4070.27,478.01,0
오징어채무침,80,206,22.7,15,4.4,18.9,27.91,167.64,1442.6,124.97,36.35,0.49,1.81,182.18,0
오징어채소무침,240,149,18.2,13.3,2.2,14,37.69,202.14,389.74,508.87,50.93,1.75,1.51,118.01,0
옥수수샐러드,160,265,20.3,9.6,19.1,3.1,24.36,71.57,772.33,281.44,20.18,0.86,0.56,9.31,0.1
참치샐러드,150,226,11.3,10.4,13,16.2,25.2,160,448.96,324.11,30.62,0.85,0.88,32.86,0.1
채소샐러드,160,232,8.2,7.5,21.4,1.9,37.25,46.18,118.32,350.58,17.77,0.28,0.35,11.32,0.1
치커리겉절이,100,56,4.4,3.7,3.6,1.5,46,29.61,176.85,291.17,15.62,0.55,0.22,0,0.1
파래무침,30,14,1.5,0.5,0.5,1.1,14.9,19.05,220.77,152.7,22.23,6586.06,126.74,0.65,0
파무침,150,105,13.6,12,4.2,3.4,70.22,69.19,635.69,383.24,42.25,855.84,432.83,9.38,0
풋고추된장무침,100,123,12,8.4,7.4,2.4,34.18,54.23,182.55,243.65,23.94,0.46,0.39,0,0
풋마늘무침,100,71,11.3,6,1,4.1,33.74,70.86,477,443.95,23.7,0.87,0.34,0,0
피조개무침,100,51,6.1,3.7,0.9,4.7,36.16,62.91,222.87,220.99,33.8,3.07,1.02,14.87,0
해초무침,100,39,8.5,4,0.2,0.9,54.36,16.33,862.21,38.85,13.67,0.39,0.11,0,0
호박오가리무침,100,200,21.5,6.8,10,6.1,69.44,133.17,1849.2,600.24,63.31,1.72,1.27,0,0.1
회무침,250,203,21.5,11.3,4.1,20.2,159.58,309.47,686.98,870.55,82.48,2.17,1.69,65.99,0.1
육회,150,195,12.2,7.9,9.6,14.9,18.57,163.75,627.01,353.97,33.84,2.06,3.48,42.14,0.1
팥빙수,400,401,82.4,37.8,1.7,14.3,108.43,281.44,125.16,737.1,73.97,3.01,1.37,9.1,0.1
미숫가루,300,211,31.2,0,6.8,6.2,82.25,188.06,71.71,314.58,76.91,2190.72,1439.8,0,0
고추장아찌,60,49,8.4,0.4,1.2,1.2,13.55,18.76,1515.58,128.48,16.73,0.31,0.1,0,0
깻잎장아찌,20,20,3.1,0.7,0.7,0.4,20.08,2.04,317.18,8.01,2.57,0.53,0.03,0,0
단무지,30,3,0.7,0.1,0.1,0.1,3.29,3.4,165.55,14.68,0.65,32.39,28.47,0,0
더덕장아찌,90,127,26,13.8,0.8,4,34.11,120.86,1050.26,288.39,39.14,0.99,0.57,0,0
마늘장아찌,230,147,4.6,11.9,11.6,6.2,70.86,89.41,2811.42,295.63,32.88,1.32,0.3,0,0
무짠지,50,5,1,0.8,0.1,0.3,9.26,6.57,1190.97,68.54,6.92,0.12,0.07,0,0
양파장아찌,50,40,7.9,9,0.4,1.3,8.42,23.51,534.21,85.69,9.43,0.26,0.08,0,0
오이장아찌,50,7,1.3,0.5,0.1,0.2,10.63,3.89,370.08,8.88,1.6,0.19,0.07,0,0
오이지,50,10,1.4,0,0.4,0.4,11.2,12.27,1024.89,81.54,42.96,152.29,40.45,0,0
일본매실장아찌,30,19,3.3,2.4,0.5,0.4,7.82,4.34,1118.28,53.67,12.26,320.07,32.49,0,0
치킨무,130,22,4,2.3,0.4,0.7,22.19,14.47,245.3,121.69,8.21,0.18,0.14,0,0
가지전,200,245,17.8,1.7,14.6,11,66.48,177.08,674.41,373.99,49.78,1.84,1.49,196.96,0.2
감자전,200,265,33.6,3.6,13.1,3.4,17.53,91.17,586.57,811.04,38.84,0.72,0.49,0,0.1
고구마전,140,318,50.4,20,11.2,4.1,26.78,68.32,121.43,480.4,52.78,0.93,0.55,0,0.1
김치전,150,201,28.5,6.3,6.3,7.6,64.6,108.54,360.13,311.99,25.43,0.94,0.66,82.36,0.1
달걀말이,100,193,1.4,0,13.2,17.2,55.17,185.6,449.07,144.44,11.84,1740.06,1102.47,339.85,0.1
달걀프라이,60,124,3.1,0,8.3,9.4,31.18,124.61,96.71,91.22,8.03,1.19,0.95,196.63,0.1
돼지고기완자전,200,277,13,5.1,11.9,29.6,71.29,363.1,1718.39,553.93,66.49,2.45,2.83,136.52,0.1
두부부침,100,139,2.1,0.2,9.8,10.9,63.23,193.41,429.11,213.27,104.38,1777.28,1357.28,0,0
떡갈비,200,403,4.9,0.8,23.6,42.8,43.17,340.89,807.59,598.6,38.05,5.8,13.39,136.07,0.8
맛살전,200,329,39.4,2.3,12.5,15,344.01,247.97,1117.79,91.6,15.32,1.26,0.69,128.36,0.1
메밀전,180,289,62.6,0.5,1.2,7.2,29.12,188.94,261.22,257.45,110.47,2.25,1.83,0,0
부추전,150,251,41.8,12.4,6.2,7,31.15,69.06,370.09,259.34,19.42,756.19,396.11,39.25,0.1
쇠고기완자전,200,323,9.4,0.4,15.1,37.5,81.52,163.27,762.9,193.5,34.83,0.94,3.01,145.22,0.2
스크램블드에그,110,237,2.8,0.5,19.3,13,61.42,208.98,406.39,151.44,13.66,1.91,1.24,276.45,0.1
애호박전,150,182,10.1,3.5,12.9,6.5,49.91,102.32,335.53,319.8,27.55,989.28,666.52,113.98,0.1
참치완자전,200,345,27.1,7.4,13,30,37.44,260.79,1133,409.5,41.14,2.75,1.31,139.75,0.2
채소전,100,145,22.6,2.1,4.5,3.6,21.53,38.14,258.77,172.61,11.18,481.37,296.47,19.62,0.1
표고버섯전,150,271,19.1,2.8,15,15.2,40.88,178.95,475.95,453.69,36.8,1892.19,2676.1,108.49,0.3
해물완자전,200,444,36.1,6.8,23.2,22.9,46.93,342.47,1181,288.39,51.92,0.99,1.55,122.44,0.3
해물파전,150,256,27.4,1.2,12.6,8.3,64.65,138.26,449.35,190.61,24.42,3520.62,693.29,76.08,0.1
햄달걀부침,100,277,8.1,0,21.6,12.7,16.23,167.62,590.52,184.72,13.36,920.51,929.98,77.39,0.2
가자미식해,250,335,29.1,9.3,12,27.7,739.73,602.67,1711.42,633.19,185.83,2.91,2.16,184.52,0.1
간장게장,250,155,15.1,10.5,2.8,17.6,162.26,244.96,2722.89,575.42,107.45,2365.44,3310.16,122.28,0
양념갈치젓,90,134,9.3,4.4,4.6,14,230.05,248.34,4520.65,655.57,176.66,1.28,0.99,101.04,0
양념게장,200,193,25.2,17.5,1.2,20.4,530.62,319.61,1608.01,866.22,121.23,2569.32,3254.45,92.32,0
양념멸치젓,5,4,0.4,0,0.1,0.6,27.15,21.21,333.35,18.19,9.29,0.11,0.07,5.88,0
양념새우젓,10,6,0.6,0.1,0.2,0.7,73.51,17.42,740.2,29.8,30.24,0.17,0.08,6.98,0
오징어젓,10,6,0.3,0.2,0.1,1,2.8,12.31,215.05,23.25,6.15,0.03,0.09,14.47,0
갈치조림,100,100,6.2,6.3,2.8,12.7,35.99,157.05,567.55,375.48,31.64,520.32,524.96,50.49,0
감자조림,50,56,9,3.8,1.8,1.2,8.76,28.01,243.52,200.68,11.75,0.23,0.15,0,0
건갈치조림,100,127,4.6,5.4,5,15.9,91.18,198.68,1169.12,326.5,70.64,0.6,0.65,86.31,0
고등어조림,100,141,4.1,3.4,8.8,11.3,48.66,147.86,389.57,346.04,28.11,0.81,0.53,30.05,0.1
꽁치조림,100,243,5.1,4,17.9,15.5,77.59,203.28,349.67,310.18,28.18,1286.76,736.9,32.81,2.5
달걀장조림,100,138,8.7,6.9,7.1,9.8,38.08,133.75,627.5,179.65,15.76,1445.74,797.16,246.68,0
닭고추장조림,250,379,33.1,5.1,17.4,22.8,62.23,327.13,724.24,867.9,61.32,1.94,2.2,122.38,0.1
닭조림,150,294,9.9,0.8,16.3,27.1,66.82,273.55,705.01,564.28,44.99,1185.87,1451.76,105.48,0.1
돼지고기 메추리알 장조림,100,166,4.3,6.2,7.7,20.1,23.09,195.11,388.14,277.14,21.34,1233.33,1378.26,177.59,0
돼지고기장조림,100,72,0.6,7.3,0.9,15.6,9.47,179.19,802.09,331.78,27.83,0.56,1.24,33.73,0
두부조림,50,71,2.2,1.8,4.8,4.8,26.71,75.72,80.66,93.36,42.06,736.65,576.44,0,0
땅콩조림,20,96,4,2,7.3,3.7,17.53,67.89,114.74,103.59,34.27,322.33,389.63,0,0
마늘쫑조림,100,194,43.8,6.4,0.3,4,82.25,104.2,1191.03,439.58,34.07,0.79,0.97,0,0
메추리알 장조림,100,202,6.3,3.5,13.4,14.2,74.26,269.4,754.51,131.51,20.74,2.93,1.79,389.45,0.1
멸치조림,100,318,8.9,7.3,13.2,40.9,1577.99,1396.71,3162.58,742.88,311.41,15.77,4.29,384.78,0.1
무조림,150,71,6.4,5.8,3.6,3.4,32.33,85.61,1168.66,668.86,39.36,0.8,0.47,0.96,0.1
미트볼조림,150,331,19.4,15.8,16.1,27.2,35.81,287.09,472.37,608.23,49.28,1.37,1.79,44.22,0.1
버섯조림,150,90,9.3,2.9,3,6.6,15.38,180.8,452.58,461.75,29.53,1.17,2.18,0,0.1
병어조림,100,112,4.9,0.2,4.8,12.5,61.22,147.24,842.21,254.7,28.97,0.63,1.16,40.81,0.1
삼치조림,100,124,2.6,2,5.6,15.9,51.97,214.45,441.01,426.72,29.34,0.69,0.8,51.41,0
쇠고기 메추리알 장조림,100,157,15.6,3.3,5.4,11.7,25.12,185.21,877.28,281.61,26.36,1925,2094.7,181.88,0.1
쇠고기장조림,100,68,4.8,1,0.9,10.4,8.31,85.84,543.47,154.42,14.49,1.11,1.82,20.21,0
양미리조림,100,65,9.1,2.2,0.7,5.8,128.56,160.01,710.57,323.87,28.55,1.18,1.06,49.59,0
어묵조림,200,317,46.3,4.9,9.5,11.6,79.75,144.62,856.48,347.4,39.46,1.37,1.48,15.67,0.1
연근조림,50,87,14.7,1.4,2.6,1.3,16.62,27.45,330.58,129.02,9.78,0.77,0.23,0,0
오징어조림,150,206,18.7,10.3,3.6,24.8,40.18,324.65,2203.44,413.07,74.96,0.96,2.56,259.11,0
오징어채조림,50,119,12.7,6.9,2.4,11.8,23.51,102.59,564.87,71.62,21.13,0.31,1.12,118.36,0
우엉조림,30,56,10.4,8.5,1,1.4,22.53,44.2,352.17,116.51,19.86,336.36,190.77,0,0
쥐포조림,100,276,36.1,23.4,8.9,13,198.11,158.35,1264.75,215.43,36.82,1.23,0.84,50.56,0
코다리조림,100,86,4.2,3.7,0.4,16.5,73.34,162.65,465.52,352.9,39.78,0.58,0.6,66.8,0
콩조림,30,84,10.4,1.1,2.3,5.4,27.2,75.29,260.31,180.65,26.65,1,0.65,0,0
닭죽,400,177,28.6,0,2.3,10.7,16.89,110.31,467.19,164.38,18.2,421.89,1111.26,29.78,0
쇠고기죽,400,244,50.4,0,0.9,8.6,12.86,73.07,1063.88,85.77,12.43,0.36,1.76,8.12,0
양송이스프,100,105,8.1,2.5,7,2.4,41.38,78.56,169.54,224.01,10.34,139.09,294.53,17.01,0.1
오리고기죽,400,618,79.8,0,19.9,30,45.19,267.17,248.38,340.39,37.47,3.21,6.41,144.26,0.1
전복죽,400,317,38.5,0,14.9,7.3,9.54,54.58,631.68,81.51,14.89,0.51,0.77,34.49,0
채소죽,400,173,30.5,0.7,2.8,6.7,35.13,77.86,894.77,686.02,29.09,801.37,773.74,0,0
팥죽,400,324,66.6,0.1,0.8,12.7,39.95,169.12,508.72,454.93,52.46,4.53,2.32,0,0
호박죽,400,197,26.3,14.2,6.8,7.7,45.87,179.51,167.39,1338.78,39.6,1.03,1.13,0,0
흑임자죽,400,245,14.6,3,18.9,4.4,138.75,97.65,635.84,82.68,49.42,1.44,1.15,0,0.3
갈치찌개,250,94,4.9,2.4,2.5,13.2,26.15,152.18,228.68,443.47,33.51,0.58,0.52,37.61,0
감자탕,530,375,12,0,21.5,33.4,202.2,229.78,1739.85,519,54.42,5.61,3.64,204.22,0.1
김치전골,270,197,15.3,2.1,11.4,8.4,55.65,138.5,808.04,544.6,50.18,1.75,1.78,20.07,0
꽁치김치찌개,270,241,9.6,1.9,14,19.3,135.45,259.47,672.52,612.24,51.22,1.25,1.19,65.48,2
꽃게탕,600,101,8.6,5.7,2.5,11.1,139.66,151.21,1639.04,592.89,63.04,2627.25,1691.17,15.67,0
낙지전골,300,153,11.2,0,3.4,19.5,30.61,204.71,1452.71,493.79,36.47,1.96,5.61,154.31,0.1
내장탕,600,423,10.1,0.3,27.1,34.9,57.86,306.55,1294.79,467.89,63.39,6.31,2.86,383.31,0.1
냉이된장찌개,350,66,10.2,1.9,1.1,4.1,98,86.46,607.51,385.78,38.29,2.76,0.61,0,0
달래된장찌개,350,122,13.3,1.4,2.8,11.1,76.69,221.81,1996.48,757.65,78.13,2.99,1.46,7.73,0
닭볶음탕,300,332,25.6,1.3,9.6,35.7,58.51,313.93,1129.49,981.98,70.56,1924.91,1657.69,127.32,0.1
대구 매운탕,600,134,1.1,0,2.4,27,304.35,419.26,1500.45,623.93,60.03,1023.97,789.73,115.22,0
동태찌개,200,87,3.4,0.3,2.7,12.2,66.58,174.51,546.61,348.38,42.21,0.91,1.16,53.35,0
돼지고기김치찌개,200,90,2.1,0.1,5.4,8.5,23.66,117.14,413.53,298.75,28.46,0.98,1.13,14.22,0
돼지고기찌개,300,143,6.8,0.4,4.5,18.8,47.5,168.2,764.62,468.43,52.98,1.3,1.49,32.84,0
된장찌개,200,91,8.9,0,3.3,6.8,41.3,110.39,635.98,301.37,49.59,1.4,0.34,0,0
두부고추장찌개,500,261,15.9,4,13.1,20,117.06,370.92,905.92,1108.26,205.52,3088.73,2391.84,1.7,0
두부된장찌개,270,110,6.9,2.7,5.3,8.8,60.43,162.21,1291.51,482.87,72.44,2,1.41,0,0
두부쇠고기고추장찌개,280,162,18.9,0.5,4,12.8,33.15,160.5,546.92,461.78,61.71,1.99,1.82,18,0
두부애호박된장찌개,350,189,20.1,6,4.3,17.6,49.74,245.31,688.66,1121.11,86.59,2.4,2.98,19.43,0
버섯샤브샤브,350,104,5.5,1.8,3.2,13.6,8.82,66.1,177.59,149.79,8.27,1.07,2.1,26.41,0.1
버섯전골,300,233,14.3,3.5,12.7,15.4,29.2,152.93,439.29,385.83,29.91,3.1,6.59,36.99,0.3
부대찌개,600,737,61.6,1.1,38.9,35.2,122.99,514.31,1435.59,1021.31,133.28,3.8,3.4,66.31,0.3
쇠고기 샤브샤브,600,259,10.8,8.9,9.7,32.3,75.02,398.39,577.83,1325.81,88.9,3433.71,6330.86,71.37,0
쇠고기된장찌개,300,163,10.5,2.2,5.9,17.1,82.78,151.5,890.4,369.93,78.47,2.25,1.02,17.93,0
쇠고기전골,300,187,1.4,0.1,9.7,23.7,68.46,231.27,895.64,528.19,60.78,1.73,2.54,48.25,0.4
순두부김치찌개,200,69,4.3,0.6,3.2,6,28.11,101.59,302.02,252.49,27.2,0.78,0.97,9.19,0
순두부찌개,200,85,2.6,1.2,4.3,9.1,23.54,105.45,426.64,310.59,29.09,1.16,0.41,17.15,0
알탕,520,203,9.1,0,3.8,33.1,55.75,585.84,1301.49,851.66,63.43,1.66,3.88,420.22,0
어묵김치찌개,260,98,16.4,4.2,1.5,4.7,51.24,69.66,664.58,398.83,37.77,0.64,0.85,6.53,0
오리백숙,300,335,1.5,0.7,22.5,31.8,36.29,263.77,482.75,408.14,32.81,3557.46,3336.28,155.54,0.1
오리탕,600,728,36.5,21.4,39.4,57,189.37,721.96,1903.56,1780.38,145.28,7512.57,5873.05,230.83,0.2
오징어찌개,250,85,11.9,1.1,0.5,8.2,43.51,148.58,711.5,492.28,42.52,0.73,1.07,65.84,0
장어탕,800,536,29.4,21.3,31.2,34.5,253.75,573.34,3097.2,1169.06,152.68,3.03,3.98,269.98,0.2
조개된장찌개,300,68,3.5,1.7,2.2,8.6,32.28,93.35,1219.48,413.92,29.07,0.75,0.9,11.43,0
참치김치찌개,300,154,8.7,0.5,8.5,10.8,51.8,162.98,793,656.34,52.74,1.16,0.79,19.63,0.1
청국장찌개,200,93,3.8,0,4.2,10.1,53.48,139.13,484.88,313.71,61.79,1.44,1.24,5.21,0
추어탕,350,188,10.7,0,11.1,11.3,473.83,295.97,861.28,333.9,60.84,2.87,1.42,55.44,0
콩나물된장찌개,300,146,18.9,0.3,4.4,7.7,58.57,183.27,919.07,830.7,69.05,1.33,1.09,0,0
콩비지찌개,400,275,14.3,13,12.3,26.9,90.04,331.29,1156.03,1109.45,97.85,2347.49,2200.15,28.48,0
해물매운탕,600,211,15.1,2.7,3.9,29.1,151.75,375.42,2208.53,840.11,111.28,2563.53,2496.65,285.91,0
